phrase_id,phrase_text,verb,noun,context
3743,sniff an oak vanity,smell,vanity,sensory
3744,breathe in an oak vanity,smell,vanity,sensory
3745,smell a heavy wardrobe (open),smell,wardrobe-open,sensory
3746,sniff a heavy wardrobe (open),smell,wardrobe-open,sensory
3747,breathe in a heavy wardrobe (open),smell,wardrobe-open,sensory
3748,smell a heavy wardrobe,smell,wardrobe,sensory
3749,sniff a heavy wardrobe,smell,wardrobe,sensory
3750,breathe in a heavy wardrobe,smell,wardrobe,sensory
3751,smell an open leaded glass window,smell,window-open,sensory
3752,sniff an open leaded glass window,smell,window-open,sensory
3753,breathe in an open leaded glass window,smell,window-open,sensory
3754,smell a leaded glass window,smell,window,sensory
3755,sniff a leaded glass window,smell,window,sensory
3756,breathe in a leaded glass window,smell,window,sensory
3757,smell a moth-eaten wool cloak,smell,wool-cloak,sensory
3758,sniff a moth-eaten wool cloak,smell,wool-cloak,sensory
3759,breathe in a moth-eaten wool cloak,smell,wool-cloak,sensory
3760,take a whiff of a crude bandage,sniff,bandage,sensory
3761,take a whiff of rumpled bed sheets,sniff,bed-sheets,sensory
3762,take a whiff of a large four-poster bed,sniff,bed,sensory
3763,take a whiff of a heavy wool blanket,sniff,blanket,sensory
3764,take a whiff of a small brass key,sniff,brass-key,sensory
3765,take a whiff of a lit tallow candle,sniff,candle-lit,sensory
3766,take a whiff of a tallow candle,sniff,candle,sensory
3767,take a whiff of a ceramic chamber pot,sniff,chamber-pot,sensory
3768,take a whiff of a piece of cloth,sniff,cloth,sensory
3769,take a whiff of heavy velvet curtains (open),sniff,curtains-open,sensory
3770,take a whiff of heavy velvet curtains,sniff,curtains,sensory
3771,take a whiff of a glass shard,sniff,glass-shard,sensory
3772,take a whiff of a small knife,sniff,knife,sensory
3773,take a whiff of a lit match,sniff,match-lit,sensory
3774,take a whiff of a wooden match,sniff,match,sensory
3775,take a whiff of a small matchbox,sniff,matchbox,sensory
3776,take a whiff of a sewing needle,sniff,needle,sensory
3777,take a whiff of a small nightstand (drawer open),sniff,nightstand-open,sensory
3778,take a whiff of a small nightstand,sniff,nightstand,sensory
3779,take a whiff of a blank sheet of paper,sniff,paper,sensory
3780,take a whiff of an ink pen,sniff,pen,sensory
3781,take a whiff of a graphite pencil,sniff,pencil,sensory
3782,take a whiff of a goose-down pillow,sniff,pillow,sensory
3783,take a whiff of a sewing pin,sniff,pin,sensory
3784,take a whiff of a small glass bottle,sniff,poison-bottle,sensory
3785,take a whiff of a dirty rag,sniff,rag,sensory
3786,take a whiff of a threadbare rug,sniff,rug,sensory
3787,take a whiff of a burlap sack,sniff,sack,sensory
3788,take a whiff of a terrible burlap jacket,sniff,terrible-jacket,sensory
3789,take a whiff of a spool of thread,sniff,thread,sensory
3790,take a whiff of an oak vanity (mirror broken),sniff,vanity-mirror-broken,sensory
3791,"take a whiff of an oak vanity (drawer open, mirror broken)",sniff,vanity-open-mirror-broken,sensory
3792,take a whiff of an oak vanity (drawer open),sniff,vanity-open,sensory
3793,take a whiff of an oak vanity,sniff,vanity,sensory
3794,take a whiff of a heavy wardrobe (open),sniff,wardrobe-open,sensory
3795,take a whiff of a heavy wardrobe,sniff,wardrobe,sensory
3796,take a whiff of an open leaded glass window,sniff,window-open,sensory
3797,take a whiff of a leaded glass window,sniff,window,sensory
3798,take a whiff of a moth-eaten wool cloak,sniff,wool-cloak,sensory
3799,snuff a crude bandage,snuff,bandage,interaction
3800,snuff out a crude bandage,snuff,bandage,interaction
3801,snuff rumpled bed sheets,snuff,bed-sheets,interaction
3802,snuff out rumpled bed sheets,snuff,bed-sheets,interaction
3803,snuff a large four-poster bed,snuff,bed,interaction
3804,snuff out a large four-poster bed,snuff,bed,interaction
3805,snuff a heavy wool blanket,snuff,blanket,interaction
3806,snuff out a heavy wool blanket,snuff,blanket,interaction
3807,snuff a small brass key,snuff,brass-key,interaction
3808,snuff out a small brass key,snuff,brass-key,interaction
3809,snuff a lit tallow candle,snuff,candle-lit,interaction
3810,snuff out a lit tallow candle,snuff,candle-lit,interaction
3811,snuff a tallow candle,snuff,candle,interaction
3812,snuff out a tallow candle,snuff,candle,interaction
3813,snuff a ceramic chamber pot,snuff,chamber-pot,interaction
3814,snuff out a ceramic chamber pot,snuff,chamber-pot,interaction
3815,snuff a piece of cloth,snuff,cloth,interaction
3816,snuff out a piece of cloth,snuff,cloth,interaction
3817,snuff heavy velvet curtains (open),snuff,curtains-open,interaction
3818,snuff out heavy velvet curtains (open),snuff,curtains-open,interaction
3819,snuff heavy velvet curtains,snuff,curtains,interaction
3820,snuff out heavy velvet curtains,snuff,curtains,interaction
3821,snuff a glass shard,snuff,glass-shard,interaction
3822,snuff out a glass shard,snuff,glass-shard,interaction
3823,snuff a small knife,snuff,knife,interaction
3824,snuff out a small knife,snuff,knife,interaction
3825,snuff a lit match,snuff,match-lit,interaction
3826,snuff out a lit match,snuff,match-lit,interaction
3827,snuff a wooden match,snuff,match,interaction
3828,snuff out a wooden match,snuff,match,interaction
3829,snuff a small matchbox,snuff,matchbox,interaction
3830,snuff out a small matchbox,snuff,matchbox,interaction
3831,snuff a sewing needle,snuff,needle,interaction
3832,snuff out a sewing needle,snuff,needle,interaction
3833,snuff a small nightstand (drawer open),snuff,nightstand-open,interaction
3834,snuff out a small nightstand (drawer open),snuff,nightstand-open,interaction
3835,snuff a small nightstand,snuff,nightstand,interaction
3836,snuff out a small nightstand,snuff,nightstand,interaction
3837,snuff a blank sheet of paper,snuff,paper,interaction
3838,snuff out a blank sheet of paper,snuff,paper,interaction
3839,snuff an ink pen,snuff,pen,interaction
3840,snuff out an ink pen,snuff,pen,interaction
3841,snuff a graphite pencil,snuff,pencil,interaction
3842,snuff out a graphite pencil,snuff,pencil,interaction
3843,snuff a goose-down pillow,snuff,pillow,interaction
3844,snuff out a goose-down pillow,snuff,pillow,interaction
3845,snuff a sewing pin,snuff,pin,interaction
3846,snuff out a sewing pin,snuff,pin,interaction
3847,snuff a small glass bottle,snuff,poison-bottle,interaction
3848,snuff out a small glass bottle,snuff,poison-bottle,interaction
3849,snuff a dirty rag,snuff,rag,interaction
3850,snuff out a dirty rag,snuff,rag,interaction
3851,snuff a threadbare rug,snuff,rug,interaction
3852,snuff out a threadbare rug,snuff,rug,interaction
3853,snuff a burlap sack,snuff,sack,interaction
3854,snuff out a burlap sack,snuff,sack,interaction
3855,snuff a terrible burlap jacket,snuff,terrible-jacket,interaction
3856,snuff out a terrible burlap jacket,snuff,terrible-jacket,interaction
3857,snuff a spool of thread,snuff,thread,interaction
3858,snuff out a spool of thread,snuff,thread,interaction
3859,snuff an oak vanity (mirror broken),snuff,vanity-mirror-broken,interaction
3860,snuff out an oak vanity (mirror broken),snuff,vanity-mirror-broken,interaction
3861,"snuff an oak vanity (drawer open, mirror broken)",snuff,vanity-open-mirror-broken,interaction
3862,"snuff out an oak vanity (drawer open, mirror broken)",snuff,vanity-open-mirror-broken,interaction
3863,snuff an oak vanity (drawer open),snuff,vanity-open,interaction
3864,snuff out an oak vanity (drawer open),snuff,vanity-open,interaction
3865,snuff an oak vanity,snuff,vanity,interaction
3866,snuff out an oak vanity,snuff,vanity,interaction
3867,snuff a heavy wardrobe (open),snuff,wardrobe-open,interaction
3868,snuff out a heavy wardrobe (open),snuff,wardrobe-open,interaction
3869,snuff a heavy wardrobe,snuff,wardrobe,interaction
3870,snuff out a heavy wardrobe,snuff,wardrobe,interaction
3871,snuff an open leaded glass window,snuff,window-open,interaction
3872,snuff out an open leaded glass window,snuff,window-open,interaction
3873,snuff a leaded glass window,snuff,window,interaction
3874,snuff out a leaded glass window,snuff,window,interaction
3875,snuff a moth-eaten wool cloak,snuff,wool-cloak,interaction
3876,snuff out a moth-eaten wool cloak,snuff,wool-cloak,interaction
3877,strike a crude bandage,strike,bandage,interaction
3878,hit a crude bandage,strike,bandage,interaction
3879,whack a crude bandage,strike,bandage,interaction
3880,strike rumpled bed sheets,strike,bed-sheets,interaction
3881,hit rumpled bed sheets,strike,bed-sheets,interaction
3882,whack rumpled bed sheets,strike,bed-sheets,interaction
3883,strike a large four-poster bed,strike,bed,interaction
3884,hit a large four-poster bed,strike,bed,interaction
3885,whack a large four-poster bed,strike,bed,interaction
3886,strike a heavy wool blanket,strike,blanket,interaction
3887,hit a heavy wool blanket,strike,blanket,interaction
3888,whack a heavy wool blanket,strike,blanket,interaction
3889,strike a small brass key,strike,brass-key,interaction
3890,hit a small brass key,strike,brass-key,interaction
3891,whack a small brass key,strike,brass-key,interaction
3892,strike a lit tallow candle,strike,candle-lit,interaction
3893,hit a lit tallow candle,strike,candle-lit,interaction
3894,whack a lit tallow candle,strike,candle-lit,interaction
3895,strike a tallow candle,strike,candle,interaction
3896,hit a tallow candle,strike,candle,interaction
3897,whack a tallow candle,strike,candle,interaction
3898,strike a ceramic chamber pot,strike,chamber-pot,interaction
3899,hit a ceramic chamber pot,strike,chamber-pot,interaction
3900,whack a ceramic chamber pot,strike,chamber-pot,interaction
3901,strike a piece of cloth,strike,cloth,interaction
3902,hit a piece of cloth,strike,cloth,interaction
3903,whack a piece of cloth,strike,cloth,interaction
3904,strike heavy velvet curtains (open),strike,curtains-open,interaction
3905,hit heavy velvet curtains (open),strike,curtains-open,interaction
3906,whack heavy velvet curtains (open),strike,curtains-open,interaction
3907,strike heavy velvet curtains,strike,curtains,interaction
3908,hit heavy velvet curtains,strike,curtains,interaction
3909,whack heavy velvet curtains,strike,curtains,interaction
3910,strike a glass shard,strike,glass-shard,interaction
3911,hit a glass shard,strike,glass-shard,interaction
3912,whack a glass shard,strike,glass-shard,interaction
3913,strike a small knife,strike,knife,interaction
3914,hit a small knife,strike,knife,interaction
3915,whack a small knife,strike,knife,interaction
3916,strike a lit match,strike,match-lit,interaction
3917,hit a lit match,strike,match-lit,interaction
3918,whack a lit match,strike,match-lit,interaction
3919,strike a wooden match,strike,match,interaction
3920,hit a wooden match,strike,match,interaction
3921,whack a wooden match,strike,match,interaction
3922,strike a small matchbox,strike,matchbox,interaction
3923,hit a small matchbox,strike,matchbox,interaction
3924,whack a small matchbox,strike,matchbox,interaction
3925,strike a sewing needle,strike,needle,interaction
3926,hit a sewing needle,strike,needle,interaction
3927,whack a sewing needle,strike,needle,interaction
3928,strike a small nightstand (drawer open),strike,nightstand-open,interaction
3929,hit a small nightstand (drawer open),strike,nightstand-open,interaction
3930,whack a small nightstand (drawer open),strike,nightstand-open,interaction
3931,strike a small nightstand,strike,nightstand,interaction
3932,hit a small nightstand,strike,nightstand,interaction
3933,whack a small nightstand,strike,nightstand,interaction
3934,strike a blank sheet of paper,strike,paper,interaction
3935,hit a blank sheet of paper,strike,paper,interaction
3936,whack a blank sheet of paper,strike,paper,interaction
3937,strike an ink pen,strike,pen,interaction
3938,hit an ink pen,strike,pen,interaction
3939,whack an ink pen,strike,pen,interaction
3940,strike a graphite pencil,strike,pencil,interaction
3941,hit a graphite pencil,strike,pencil,interaction
3942,whack a graphite pencil,strike,pencil,interaction
3943,strike a goose-down pillow,strike,pillow,interaction
3944,hit a goose-down pillow,strike,pillow,interaction
3945,whack a goose-down pillow,strike,pillow,interaction
3946,strike a sewing pin,strike,pin,interaction
3947,hit a sewing pin,strike,pin,interaction
3948,whack a sewing pin,strike,pin,interaction
3949,strike a small glass bottle,strike,poison-bottle,interaction
3950,hit a small glass bottle,strike,poison-bottle,interaction
3951,whack a small glass bottle,strike,poison-bottle,interaction
3952,strike a dirty rag,strike,rag,interaction
3953,hit a dirty rag,strike,rag,interaction
3954,whack a dirty rag,strike,rag,interaction
3955,strike a threadbare rug,strike,rug,interaction
3956,hit a threadbare rug,strike,rug,interaction
3957,whack a threadbare rug,strike,rug,interaction
3958,strike a burlap sack,strike,sack,interaction
3959,hit a burlap sack,strike,sack,interaction
3960,whack a burlap sack,strike,sack,interaction
3961,strike a terrible burlap jacket,strike,terrible-jacket,interaction
3962,hit a terrible burlap jacket,strike,terrible-jacket,interaction
3963,whack a terrible burlap jacket,strike,terrible-jacket,interaction
3964,strike a spool of thread,strike,thread,interaction
3965,hit a spool of thread,strike,thread,interaction
3966,whack a spool of thread,strike,thread,interaction
3967,strike an oak vanity (mirror broken),strike,vanity-mirror-broken,interaction
3968,hit an oak vanity (mirror broken),strike,vanity-mirror-broken,interaction
3969,whack an oak vanity (mirror broken),strike,vanity-mirror-broken,interaction
3970,"strike an oak vanity (drawer open, mirror broken)",strike,vanity-open-mirror-broken,interaction
3971,"hit an oak vanity (drawer open, mirror broken)",strike,vanity-open-mirror-broken,interaction
3972,"whack an oak vanity (drawer open, mirror broken)",strike,vanity-open-mirror-broken,interaction
3973,strike an oak vanity (drawer open),strike,vanity-open,interaction
3974,hit an oak vanity (drawer open),strike,vanity-open,interaction
3975,whack an oak vanity (drawer open),strike,vanity-open,interaction
3976,strike an oak vanity,strike,vanity,interaction
3977,hit an oak vanity,strike,vanity,interaction
3978,whack an oak vanity,strike,vanity,interaction
3979,strike a heavy wardrobe (open),strike,wardrobe-open,interaction
3980,hit a heavy wardrobe (open),strike,wardrobe-open,interaction
3981,whack a heavy wardrobe (open),strike,wardrobe-open,interaction
3982,strike a heavy wardrobe,strike,wardrobe,interaction
3983,hit a heavy wardrobe,strike,wardrobe,interaction
3984,whack a heavy wardrobe,strike,wardrobe,interaction
3985,strike an open leaded glass window,strike,window-open,interaction
3986,hit an open leaded glass window,strike,window-open,interaction
3987,whack an open leaded glass window,strike,window-open,interaction
3988,strike a leaded glass window,strike,window,interaction
3989,hit a leaded glass window,strike,window,interaction
3990,whack a leaded glass window,strike,window,interaction
3991,strike a moth-eaten wool cloak,strike,wool-cloak,interaction
3992,hit a moth-eaten wool cloak,strike,wool-cloak,interaction
3993,whack a moth-eaten wool cloak,strike,wool-cloak,interaction
3994,take a crude bandage,take,bandage,inventory
3995,take rumpled bed sheets,take,bed-sheets,inventory
3996,take a large four-poster bed,take,bed,inventory
3997,take a heavy wool blanket,take,blanket,inventory
3998,take a small brass key,take,brass-key,inventory
3999,take a lit tallow candle,take,candle-lit,inventory
4000,take a tallow candle,take,candle,inventory
4001,take a ceramic chamber pot,take,chamber-pot,inventory
4002,take a piece of cloth,take,cloth,inventory
4003,take heavy velvet curtains (open),take,curtains-open,inventory
4004,take heavy velvet curtains,take,curtains,inventory
4005,take a glass shard,take,glass-shard,inventory
4006,take a small knife,take,knife,inventory
4007,take a lit match,take,match-lit,inventory
4008,take a wooden match,take,match,inventory
4009,take a small matchbox,take,matchbox,inventory
4010,take a sewing needle,take,needle,inventory
4011,take a small nightstand (drawer open),take,nightstand-open,inventory
4012,take a small nightstand,take,nightstand,inventory
4013,take a blank sheet of paper,take,paper,inventory
4014,take an ink pen,take,pen,inventory
4015,take a graphite pencil,take,pencil,inventory
4016,take a goose-down pillow,take,pillow,inventory
4017,take a sewing pin,take,pin,inventory
4018,take a small glass bottle,take,poison-bottle,inventory
4019,take a dirty rag,take,rag,inventory
4020,take a threadbare rug,take,rug,inventory
4021,take a burlap sack,take,sack,inventory
4022,take a terrible burlap jacket,take,terrible-jacket,inventory
4023,take a spool of thread,take,thread,inventory
4024,take an oak vanity (mirror broken),take,vanity-mirror-broken,inventory
4025,"take an oak vanity (drawer open, mirror broken)",take,vanity-open-mirror-broken,inventory
4026,take an oak vanity (drawer open),take,vanity-open,inventory
4027,take an oak vanity,take,vanity,inventory
4028,take a heavy wardrobe (open),take,wardrobe-open,inventory
4029,take a heavy wardrobe,take,wardrobe,inventory
4030,take an open leaded glass window,take,window-open,inventory
4031,take a leaded glass window,take,window,inventory
4032,take a moth-eaten wool cloak,take,wool-cloak,inventory
4033,sample a crude bandage,taste,bandage,sensory
4034,try a crude bandage,taste,bandage,sensory
4035,sample rumpled bed sheets,taste,bed-sheets,sensory
4036,try rumpled bed sheets,taste,bed-sheets,sensory
4037,sample a large four-poster bed,taste,bed,sensory
4038,try a large four-poster bed,taste,bed,sensory
4039,sample a heavy wool blanket,taste,blanket,sensory
4040,try a heavy wool blanket,taste,blanket,sensory
4041,sample a small brass key,taste,brass-key,sensory
4042,try a small brass key,taste,brass-key,sensory
4043,sample a lit tallow candle,taste,candle-lit,sensory
4044,try a lit tallow candle,taste,candle-lit,sensory
4045,sample a tallow candle,taste,candle,sensory
4046,try a tallow candle,taste,candle,sensory
4047,sample a ceramic chamber pot,taste,chamber-pot,sensory
4048,try a ceramic chamber pot,taste,chamber-pot,sensory
4049,sample a piece of cloth,taste,cloth,sensory
4050,try a piece of cloth,taste,cloth,sensory
4051,sample heavy velvet curtains (open),taste,curtains-open,sensory
4052,try heavy velvet curtains (open),taste,curtains-open,sensory
4053,sample heavy velvet curtains,taste,curtains,sensory
4054,try heavy velvet curtains,taste,curtains,sensory
4055,sample a glass shard,taste,glass-shard,sensory
4056,try a glass shard,taste,glass-shard,sensory
4057,sample a small knife,taste,knife,sensory
4058,try a small knife,taste,knife,sensory
4059,sample a lit match,taste,match-lit,sensory
4060,try a lit match,taste,match-lit,sensory
4061,sample a wooden match,taste,match,sensory
4062,try a wooden match,taste,match,sensory
4063,sample a small matchbox,taste,matchbox,sensory
4064,try a small matchbox,taste,matchbox,sensory
4065,sample a sewing needle,taste,needle,sensory
4066,try a sewing needle,taste,needle,sensory
4067,sample a small nightstand (drawer open),taste,nightstand-open,sensory
4068,try a small nightstand (drawer open),taste,nightstand-open,sensory
4069,sample a small nightstand,taste,nightstand,sensory
4070,try a small nightstand,taste,nightstand,sensory
4071,sample a blank sheet of paper,taste,paper,sensory
4072,try a blank sheet of paper,taste,paper,sensory
4073,sample an ink pen,taste,pen,sensory
4074,try an ink pen,taste,pen,sensory
4075,sample a graphite pencil,taste,pencil,sensory
4076,try a graphite pencil,taste,pencil,sensory
4077,sample a goose-down pillow,taste,pillow,sensory
4078,try a goose-down pillow,taste,pillow,sensory
4079,sample a sewing pin,taste,pin,sensory
4080,try a sewing pin,taste,pin,sensory
4081,sample a small glass bottle,taste,poison-bottle,sensory
4082,try a small glass bottle,taste,poison-bottle,sensory
4083,sample a dirty rag,taste,rag,sensory
4084,try a dirty rag,taste,rag,sensory
4085,sample a threadbare rug,taste,rug,sensory
4086,try a threadbare rug,taste,rug,sensory
4087,sample a burlap sack,taste,sack,sensory
4088,try a burlap sack,taste,sack,sensory
4089,sample a terrible burlap jacket,taste,terrible-jacket,sensory
4090,try a terrible burlap jacket,taste,terrible-jacket,sensory
4091,sample a spool of thread,taste,thread,sensory
4092,try a spool of thread,taste,thread,sensory
4093,sample an oak vanity (mirror broken),taste,vanity-mirror-broken,sensory
4094,try an oak vanity (mirror broken),taste,vanity-mirror-broken,sensory
4095,"sample an oak vanity (drawer open, mirror broken)",taste,vanity-open-mirror-broken,sensory
4096,"try an oak vanity (drawer open, mirror broken)",taste,vanity-open-mirror-broken,sensory
4097,sample an oak vanity (drawer open),taste,vanity-open,sensory
4098,try an oak vanity (drawer open),taste,vanity-open,sensory
4099,sample an oak vanity,taste,vanity,sensory
4100,try an oak vanity,taste,vanity,sensory
4101,sample a heavy wardrobe (open),taste,wardrobe-open,sensory
4102,try a heavy wardrobe (open),taste,wardrobe-open,sensory
4103,sample a heavy wardrobe,taste,wardrobe,sensory
4104,try a heavy wardrobe,taste,wardrobe,sensory
4105,sample an open leaded glass window,taste,window-open,sensory
4106,try an open leaded glass window,taste,window-open,sensory
4107,sample a leaded glass window,taste,window,sensory
4108,try a leaded glass window,taste,window,sensory
4109,sample a moth-eaten wool cloak,taste,wool-cloak,sensory
4110,try a moth-eaten wool cloak,taste,wool-cloak,sensory
4111,shred a crude bandage,tear,bandage,interaction
4112,shred rumpled bed sheets,tear,bed-sheets,interaction
4113,shred a large four-poster bed,tear,bed,interaction
4114,shred a heavy wool blanket,tear,blanket,interaction
4115,shred a small brass key,tear,brass-key,interaction
4116,shred a lit tallow candle,tear,candle-lit,interaction
4117,shred a tallow candle,tear,candle,interaction
4118,shred a ceramic chamber pot,tear,chamber-pot,interaction
4119,shred a piece of cloth,tear,cloth,interaction
4120,shred heavy velvet curtains (open),tear,curtains-open,interaction
4121,shred heavy velvet curtains,tear,curtains,interaction
4122,shred a glass shard,tear,glass-shard,interaction
4123,shred a small knife,tear,knife,interaction
4124,shred a lit match,tear,match-lit,interaction
4125,shred a wooden match,tear,match,interaction
4126,shred a small matchbox,tear,matchbox,interaction
4127,shred a sewing needle,tear,needle,interaction
4128,shred a small nightstand (drawer open),tear,nightstand-open,interaction
4129,shred a small nightstand,tear,nightstand,interaction
4130,shred a blank sheet of paper,tear,paper,interaction
4131,shred an ink pen,tear,pen,interaction
4132,shred a graphite pencil,tear,pencil,interaction
4133,shred a goose-down pillow,tear,pillow,interaction
4134,shred a sewing pin,tear,pin,interaction
4135,shred a small glass bottle,tear,poison-bottle,interaction
4136,shred a dirty rag,tear,rag,interaction
4137,shred a threadbare rug,tear,rug,interaction
4138,shred a burlap sack,tear,sack,interaction
4139,shred a terrible burlap jacket,tear,terrible-jacket,interaction
4140,shred a spool of thread,tear,thread,interaction
4141,shred an oak vanity (mirror broken),tear,vanity-mirror-broken,interaction
4142,"shred an oak vanity (drawer open, mirror broken)",tear,vanity-open-mirror-broken,interaction
4143,shred an oak vanity (drawer open),tear,vanity-open,interaction
4144,shred an oak vanity,tear,vanity,interaction
4145,shred a heavy wardrobe (open),tear,wardrobe-open,interaction
4146,shred a heavy wardrobe,tear,wardrobe,interaction
4147,shred an open leaded glass window,tear,window-open,interaction
4148,shred a leaded glass window,tear,window,interaction
4149,shred a moth-eaten wool cloak,tear,wool-cloak,interaction
4150,time,time,,meta
4151,check time,time,,meta
4152,what time is it,time,,meta
4153,write on a crude bandage,write,bandage,interaction
4154,write a crude bandage,write,bandage,interaction
4155,write on rumpled bed sheets,write,bed-sheets,interaction
4156,write rumpled bed sheets,write,bed-sheets,interaction
4157,write on a large four-poster bed,write,bed,interaction
4158,write a large four-poster bed,write,bed,interaction
4159,write on a heavy wool blanket,write,blanket,interaction
4160,write a heavy wool blanket,write,blanket,interaction
4161,write on a small brass key,write,brass-key,interaction
4162,write a small brass key,write,brass-key,interaction
4163,write on a lit tallow candle,write,candle-lit,interaction
4164,write a lit tallow candle,write,candle-lit,interaction
4165,write on a tallow candle,write,candle,interaction
4166,write a tallow candle,write,candle,interaction
4167,write on a ceramic chamber pot,write,chamber-pot,interaction
4168,write a ceramic chamber pot,write,chamber-pot,interaction
4169,write on a piece of cloth,write,cloth,interaction
4170,write a piece of cloth,write,cloth,interaction
4171,write on heavy velvet curtains (open),write,curtains-open,interaction
4172,write heavy velvet curtains (open),write,curtains-open,interaction
4173,write on heavy velvet curtains,write,curtains,interaction
4174,write heavy velvet curtains,write,curtains,interaction
4175,write on a glass shard,write,glass-shard,interaction
4176,write a glass shard,write,glass-shard,interaction
4177,write on a small knife,write,knife,interaction
4178,write a small knife,write,knife,interaction
4179,write on a lit match,write,match-lit,interaction
4180,write a lit match,write,match-lit,interaction
4181,write on a wooden match,write,match,interaction
4182,write a wooden match,write,match,interaction
4183,write on a small matchbox,write,matchbox,interaction
4184,write a small matchbox,write,matchbox,interaction
4185,write on a sewing needle,write,needle,interaction
4186,write a sewing needle,write,needle,interaction
4187,write on a small nightstand (drawer open),write,nightstand-open,interaction
4188,write a small nightstand (drawer open),write,nightstand-open,interaction
4189,write on a small nightstand,write,nightstand,interaction
4190,write a small nightstand,write,nightstand,interaction
4191,write on a blank sheet of paper,write,paper,interaction
4192,write a blank sheet of paper,write,paper,interaction
4193,write on an ink pen,write,pen,interaction
4194,write an ink pen,write,pen,interaction
4195,write on a graphite pencil,write,pencil,interaction
4196,write a graphite pencil,write,pencil,interaction
4197,write on a goose-down pillow,write,pillow,interaction
4198,write a goose-down pillow,write,pillow,interaction
4199,write on a sewing pin,write,pin,interaction
4200,write a sewing pin,write,pin,interaction
4201,write on a small glass bottle,write,poison-bottle,interaction
4202,write a small glass bottle,write,poison-bottle,interaction
4203,write on a dirty rag,write,rag,interaction
4204,write a dirty rag,write,rag,interaction
4205,write on a threadbare rug,write,rug,interaction
4206,write a threadbare rug,write,rug,interaction
4207,write on a burlap sack,write,sack,interaction
4208,write a burlap sack,write,sack,interaction
4209,write on a terrible burlap jacket,write,terrible-jacket,interaction
4210,write a terrible burlap jacket,write,terrible-jacket,interaction
4211,write on a spool of thread,write,thread,interaction
4212,write a spool of thread,write,thread,interaction
4213,write on an oak vanity (mirror broken),write,vanity-mirror-broken,interaction
4214,write an oak vanity (mirror broken),write,vanity-mirror-broken,interaction
4215,"write on an oak vanity (drawer open, mirror broken)",write,vanity-open-mirror-broken,interaction
4216,"write an oak vanity (drawer open, mirror broken)",write,vanity-open-mirror-broken,interaction
4217,write on an oak vanity (drawer open),write,vanity-open,interaction
4218,write an oak vanity (drawer open),write,vanity-open,interaction
4219,write on an oak vanity,write,vanity,interaction
4220,write an oak vanity,write,vanity,interaction
4221,write on a heavy wardrobe (open),write,wardrobe-open,interaction
4222,write a heavy wardrobe (open),write,wardrobe-open,interaction
4223,write on a heavy wardrobe,write,wardrobe,interaction
4224,write a heavy wardrobe,write,wardrobe,interaction
4225,write on an open leaded glass window,write,window-open,interaction
4226,write an open leaded glass window,write,window-open,interaction
4227,write on a leaded glass window,write,window,interaction
4228,write a leaded glass window,write,window,interaction
4229,write on a moth-eaten wool cloak,write,wool-cloak,interaction
4230,write a moth-eaten wool cloak,write,wool-cloak,interaction
4231,x a crude bandage,x,bandage,observation
4232,x crude bandage,x,bandage,observation
4233,x bandage,x,bandage,observation
4234,x rumpled bed sheets,x,bed-sheets,observation
4235,x sheets,x,bed-sheets,observation
4236,x bed sheets,x,bed-sheets,observation
4237,x a large four-poster bed,x,bed,observation
4238,x large four-poster bed,x,bed,observation
4239,x bed,x,bed,observation
4240,x a heavy wool blanket,x,blanket,observation
4241,x heavy wool blanket,x,blanket,observation
4242,x blanket,x,blanket,observation
4243,x a small brass key,x,brass-key,observation
4244,x small brass key,x,brass-key,observation
4245,x key,x,brass-key,observation
4246,x a lit tallow candle,x,candle-lit,observation
4247,x lit tallow candle,x,candle-lit,observation
4248,x candle,x,candle-lit,observation
4249,x a tallow candle,x,candle,observation
4250,x tallow candle,x,candle,observation
4251,x a ceramic chamber pot,x,chamber-pot,observation
4252,x ceramic chamber pot,x,chamber-pot,observation
4253,x chamber pot,x,chamber-pot,observation
4254,x a piece of cloth,x,cloth,observation
4255,x piece of cloth,x,cloth,observation
4256,x cloth,x,cloth,observation
4257,x heavy velvet curtains (open),x,curtains-open,observation
4258,x curtains,x,curtains-open,observation
4259,x drapes,x,curtains-open,observation
4260,x heavy velvet curtains,x,curtains,observation
4261,x a glass shard,x,glass-shard,observation
4262,x glass shard,x,glass-shard,observation
4263,x shard,x,glass-shard,observation
4264,x a small knife,x,knife,observation
4265,x small knife,x,knife,observation
4266,x knife,x,knife,observation
4267,x a lit match,x,match-lit,observation
4268,x lit match,x,match-lit,observation
4269,x match,x,match-lit,observation
4270,x a wooden match,x,match,observation
4271,x wooden match,x,match,observation
4272,x a small matchbox,x,matchbox,observation
4273,x small matchbox,x,matchbox,observation
4274,x matchbox,x,matchbox,observation
4275,x a sewing needle,x,needle,observation
4276,x sewing needle,x,needle,observation
4277,x needle,x,needle,observation
4278,x a small nightstand (drawer open),x,nightstand-open,observation
4279,x small nightstand (drawer open),x,nightstand-open,observation
4280,x nightstand,x,nightstand-open,observation
4281,x a small nightstand,x,nightstand,observation
4282,x small nightstand,x,nightstand,observation
4283,x a blank sheet of paper,x,paper,observation
4284,x blank sheet of paper,x,paper,observation
4285,x paper,x,paper,observation
4286,x an ink pen,x,pen,observation
4287,x ink pen,x,pen,observation
4288,x pen,x,pen,observation
4289,x a graphite pencil,x,pencil,observation
4290,x graphite pencil,x,pencil,observation
4291,x pencil,x,pencil,observation
